tambon_th,tambon_en,province_th,province_en,latitude,longitude,st_no,men,women
โคกสาร,KhokSan,อำนาจเจริญ,Amnat Charoen,16.156,104.996,113,38,75
หนองสรวง,NongSuang,กาฬสินธุ์,Kalasin,16.77,103.422,3,2,1
นาเมือง,NaMueang,ร้อยเอ็ด,Roi Et,16.074,103.94,3,0,3
นาเมือง,NaMueang,ร้อยเอ็ด,Roi Et,16.074,103.94,1,1,0
ตาลเลียน,TanLian,อุดรธานี,Udon Thani,17.44,102.429,5,4,1
ตาลเลียน,TanLian,อุดรธานี,Udon Thani,17.44,102.429,6,3,3
วงฆ้อง,WongKhong,พิษณุโลก,Phitsanulok,17.113,100.107,2,0,2
วงฆ้อง,WongKhong,พิษณุโลก,Phitsanulok,17.113,100.107,3,3,0
คุยบ้านโอง,KhuiBanOng,กำแพงเพชร,Kamphaeng Phet,16.659,99.667,6,4,2
วังสามหมอ,WangSamMo,อุดรธานี,Udon Thani,16.941,103.456,0,0,0
วังสามหมอ,WangSamMo,อุดรธานี,Udon Thani,16.941,103.456,4,4,0
วังสามหมอ,WangSamMo,อุดรธานี,Udon Thani,16.941,103.456,5,3,2
ห้วยยาง,HuaiYang,ขอนแก่น,Khon Kaen,16.87,103.085,3,2,1
ทุ่งสง,ThungSong,นครศรีธรรมราช,Nakhon Si Thammarat,8.255,99.487,4,2,2
โคกศิลา,KhokSila,สกลนคร,Sakon Nakhon,17.536,103.605,1,1,0
จีกแดก,ChikDaek,สุรินทร์,Surin,14.497,103.354,11,8,3
เขาตอก,KhaoTok,สุราษฎร์ธานี,Surat Thani,8.845,99.251,1,1,0
หลุบคา,LupKha,ชัยภูมิ,Chaiyaphum,16.202,102.259,1,1,0
เสือเฒ่า,SueaThao,มหาสารคาม,Maha Sarakham,16.47,103.053,14,11,3
กำแพงดิน,KamphaengDin,พิจิตร,Phichit,16.585,100.219,1,0,1
กำแพงดิน,KamphaengDin,พิจิตร,Phichit,16.585,100.219,3,1,2
ป่าเว,PaWe,สุราษฎร์ธานี,Surat Thani,9.447,99.144,19,12,7
ละหานปลาค้าว,LahanPlaKhao,นครราชสีมา,Nakhon Ratchasima,15.487,102.889,4,0,4
ป่าสัก,PaSak,ลำพูน,Lamphun,18.519,99.03,152,81,71
ท่าหิน,ThaHin,ชุมพร,Chumphon,10.213,99.151,4,4,0
ยาง,Yang,ศรีสะเกษ,Si Sa Ket,15.072,104.526,3,3,0
นาเชือก,NaChueak,กาฬสินธุ์,Kalasin,16.557,103.415,5,3,2
เหล่ายาว,LaoYao,ลำพูน,Lamphun,18.36,98.794,57,32,25
นาเกลือ,NaKluea,ตรัง,Trang,7.326,99.466,2,2,0
หัวเรือ,HuaRuea,มหาสารคาม,Maha Sarakham,15.762,103.349,3,2,1
ประดาง,Pradang,ตาก,Tak,16.748,99.184,6,2,4
ขนวน,Khanuan,ขอนแก่น,Khon Kaen,16.774,102.387,5,4,1
ทุ่งนาเลา,ThungNaLao,ชัยภูมิ,Chaiyaphum,16.59,101.864,4,3,1
กงหรา,KongRa,พัทลุง,Phatthalung,7.463,99.877,2,1,1
โพนทอง,PhonThong,นครพนม,Nakhon Phanom,17.876,104.217,25,11,14
โนนพะยอม,NonPhayom,ขอนแก่น,Khon Kaen,16.054,102.547,3,3,0
นาตาล,NaTan,อุบลราชธานี,Ubon Ratchathani,15.893,105.31,192,65,127
วังทอง,WangThong,หนองบัวลำภู,Nong Bua Lam Phu,17.32,102.03,15,14,1
ทุ่งใหญ่,ThungYai,ศรีสะเกษ,Si Sa Ket,14.59,104.591,15,11,4
หนองเทา,NongThao,นครพนม,Nakhon Phanom,17.783,104.352,19,8,11
ครบุรี,KhonBuri,นครราชสีมา,Nakhon Ratchasima,14.599,102.13,3,2,1
ครบุรี,KhonBuri,นครราชสีมา,Nakhon Ratchasima,14.599,102.13,6,5,1
จวบ,Chuap,นราธิวาส,Narathiwat,6.256,101.817,8,4,4
ทุ่งคลอง,ThungKhlong,กาฬสินธุ์,Kalasin,16.938,103.679,0,0,0
ทุ่งคลอง,ThungKhlong,กาฬสินธุ์,Kalasin,16.938,103.679,5,4,1
วังใหม่,WangMai,พัทลุง,Phatthalung,7.318,100.23,1,1,0
วังใหม่,WangMai,พัทลุง,Phatthalung,7.318,100.23,0,0,0
ชุมพวง,ChumPhuang,นครราชสีมา,Nakhon Ratchasima,15.344,102.75,9,8,1
ชุมพวง,ChumPhuang,นครราชสีมา,Nakhon Ratchasima,15.344,102.75,5,3,2
หนองปลิง,NongPling,นครสวรรค์,Nakhon Sawan,15.645,100.169,42,34,8
โคกขาม,KhokKham,สมุทรสาคร,Samut Sakhon,13.531,100.326,136,72,64
ละลมใหม่พัฒนา,LalomMaiPhatthana,นครราชสีมา,Nakhon Ratchasima,14.811,102.243,0,0,0
นาเรือง,NaRueang,อุบลราชธานี,Ubon Ratchathani,14.987,105.068,4,2,2
ลาดใหญ่,LatYai,ชัยภูมิ,Chaiyaphum,15.809,102.189,3,3,0
ลาดใหญ่,LatYai,ชัยภูมิ,Chaiyaphum,15.809,102.189,2,2,0
บ้านนา,BanNa,ระยอง,Rayong,12.846,101.674,27,9,18
กู่จาน,KuChan,ยโสธร,Yasothon,15.682,104.399,3,2,1
ตรมไพร,TromPhrai,สุรินทร์,Surin,14.845,103.785,1,1,0
ท่าข้าม,ThaKham,สุราษฎร์ธานี,Surat Thani,9.062,99.218,80,40,40
ท่าข้าม,ThaKham,สุราษฎร์ธานี,Surat Thani,9.062,99.218,52,26,26
ดอนแก้ว,DonKaeo,เชียงใหม่,Chiang Mai,18.86,98.939,340,178,162
ทุ่งปรัง,ThungPrang,นครศรีธรรมราช,Nakhon Si Thammarat,8.958,99.876,17,9,8
ป่าแฝก,,บึงกาฬ,Bueng Kan,18.094,103.698,1,1,0
เก่าขาม,KaoKham,อุบลราชธานี,Ubon Ratchathani,14.577,105.02,1,0,1
ช่างปี่,ChangPi,สุรินทร์,Surin,14.946,103.705,15,12,3
เมือง,Mueang,เลย,Loei,17.523,101.705,63,37,26
ห้วยฝ้ายพัฒนา,HuaiFaiPhatthana,อุบลราชธานี,Ubon Ratchathani,15.522,105.168,5,2,3
โนนท่อน,NonThon,ขอนแก่น,Khon Kaen,16.595,102.837,7,3,4
บัวเชด,BuaChet,สุรินทร์,Surin,14.527,103.942,9,8,1
บัวเชด,BuaChet,สุรินทร์,Surin,14.527,103.942,1,1,0
ห้วยเม็ก,HuaiMek,กาฬสินธุ์,Kalasin,16.596,103.216,3,3,0
ห้วยเม็ก,HuaiMek,กาฬสินธุ์,Kalasin,16.596,103.216,8,6,2
กุดรัง,KutRang,มหาสารคาม,Maha Sarakham,16.072,103,9,8,1
สหัสขันธ์,Sahatsakhan,กาฬสินธุ์,Kalasin,16.728,103.55,12,12,0
เนินกุ่ม,NoenKum,พิษณุโลก,Phitsanulok,16.541,100.458,5,5,0
วัดโบสถ์,WatBot,สุพรรณบุรี,Suphan Buri,14.33,100.037,12,5,7
หัวเขา,HuaKhao,สุพรรณบุรี,Suphan Buri,14.869,100.038,1,0,1
ดินอุดม,DinUdom,กระบี่,Krabi,8.1,99.358,4,4,0
บะหว้า,Bawa,สกลนคร,Sakon Nakhon,17.495,103.987,7,4,3
โคกขมิ้น,KhokKhamin,บุรีรัมย์,Buri Ram,14.769,103.193,11,9,2
เมืองเพีย,MueangPhia,ขอนแก่น,Khon Kaen,16.102,102.684,6,6,0
ถนนหัก,ThanonHak,บุรีรัมย์,Buri Ram,14.616,102.833,1,0,1
ถนนหัก,ThanonHak,บุรีรัมย์,Buri Ram,14.616,102.833,5,1,4
ทุ่งเตา,ThungTao,สุราษฎร์ธานี,Surat Thani,8.917,99.357,4,1,3
คูเมือง,KhuMueang,ยโสธร,Yasothon,15.502,104.184,1,0,1
ลาดพัฒนา,LatPhatthana,มหาสารคาม,Maha Sarakham,16.207,103.397,8,5,3
หนองผักนาก,NongPhakNak,สุพรรณบุรี,Suphan Buri,14.757,100.032,24,13,11
ตูมใหญ่,TumYai,บุรีรัมย์,Buri Ram,15.165,103.137,20,12,8
ณรงค์,Narong,สุรินทร์,Surin,14.754,103.882,2,2,0
วัดหลวง,WatLuang,หนองคาย,Nong Khai,17.949,103.013,66,25,41
โคกมั่งงอย,KhokMangNgoi,ชัยภูมิ,Chaiyaphum,15.955,102.259,5,3,2
โคกมั่งงอย,KhokMangNgoi,ชัยภูมิ,Chaiyaphum,15.955,102.259,5,5,0
มะค่า,Makha,นครราชสีมา,Nakhon Ratchasima,15.265,102.098,5,4,1
สร้างนกทา,SangNokTha,อำนาจเจริญ,Amnat Charoen,15.841,104.75,7,4,3
ทุ่งทอง,ThungThong,กำแพงเพชร,Kamphaeng Phet,16.341,99.899,6,5,1
หมอนทอง,MonThong,ฉะเชิงเทรา,Chachoengsao,13.874,101.043,30,13,17
โนนสมบูรณ์,NonSombun,อุบลราชธานี,Ubon Ratchathani,14.76,105.03,4,4,0
ป่าตาล,PaTan,เชียงราย,Chiang Rai,19.847,100.272,50,28,22
เกาะพะงัน,KoPha-Ngan,สุราษฎร์ธานี,Surat Thani,9.759,99.999,830,533,297
เกาะพะงัน,KoPha-Ngan,สุราษฎร์ธานี,Surat Thani,9.759,99.999,385,262,123
หนองขุ่น,NongKhun,ชัยนาท,Chai Nat,15.235,99.97,1,1,0
โยธะกา,Yothaka,ฉะเชิงเทรา,Chachoengsao,13.925,101.128,3,0,3
ยางโยภาพ,YangYoPhap,อุบลราชธานี,Ubon Ratchathani,15.593,104.667,9,7,2
นาตาล,NaTan,สกลนคร,Sakon Nakhon,16.973,104.116,6,5,1
อ่างศิลา,AngSila,อุบลราชธานี,Ubon Ratchathani,15.031,105.288,7,4,3
อ่างศิลา,AngSila,อุบลราชธานี,Ubon Ratchathani,15.031,105.288,3,1,2
น้ำคำ,NamKham,ร้อยเอ็ด,Roi Et,15.734,103.824,6,3,3
กุดเรือคำ,KutRueaKham,สกลนคร,Sakon Nakhon,17.76,103.646,5,3,2
หนองบ่อ,NongBo,สุพรรณบุรี,Suphan Buri,14.204,99.86,38,16,22
เวียง,Wiang,เชียงใหม่,Chiang Mai,19.944,99.214,5166,2664,2502
เวียง,Wiang,เชียงใหม่,Chiang Mai,19.944,99.214,2102,1086,1016
เขาเพิ่ม,KhaoPhoem,นครนายก,Nakhon Nayok,14.362,101.096,6,3,3
บ้านซ่อง,BanSong,ฉะเชิงเทรา,Chachoengsao,13.803,101.403,49,21,28
บ้านแก้ง,BanKaeng,ชัยภูมิ,Chaiyaphum,16.172,102.325,3,2,1
เกียร์,Kia,นราธิวาส,Narathiwat,5.984,101.775,0,0,0
เกียร์,Kia,นราธิวาส,Narathiwat,5.984,101.775,3,1,2
วังหินลาด,WangHinLat,ขอนแก่น,Khon Kaen,16.625,102.093,12,11,1
เมืองหงส์,MueangHong,ร้อยเอ็ด,Roi Et,15.874,103.48,4,2,2
ทับทัน,Thapthan,สุรินทร์,Surin,14.676,103.786,14,12,2
กุยเหนือ,KuiNuea,ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.086,99.908,12,5,7
กุยเหนือ,KuiNuea,ประจวบคีรีขันธ์,Prachuap Khiri Khan,12.086,99.908,7,5,2
บ้านโคน,BanKhon,อุตรดิตถ์,Uttaradit,17.208,100.138,2,0,2
บึงทองหลาง,BuengThongLang,ปทุมธานี,Pathum Thani,13.984,100.82,56,33,23
โต๊ะเด็ง,ToDeng,นราธิวาส,Narathiwat,6.116,101.849,4,3,1
ลาโละ,LaLo,นราธิวาส,Narathiwat,6.343,101.59,2,1,1
แม่จั๊วะ,MaeChua,แพร่,Phrae,17.975,100.104,4,1,3
แม่จั๊วะ,MaeChua,แพร่,Phrae,17.975,100.104,8,6,2
แม่จั๊วะ,MaeChua,แพร่,Phrae,17.975,100.104,0,0,0
โนนคูณ,NonKhun,ชัยภูมิ,Chaiyaphum,16.485,101.981,9,4,5
หนองช้าง,NongChang,กาฬสินธุ์,Kalasin,16.913,103.571,2,0,2
ภูดิน,PhuDin,กาฬสินธุ์,Kalasin,16.636,103.528,7,7,0
ควนลัง,KhuanLang,สงขลา,Songkhla,6.973,100.421,143,75,68
หนองหม้อ,NongMo,นครสวรรค์,Nakhon Sawan,15.194,100.325,8,5,3
โพนงาม,PhonNgam,อุดรธานี,Udon Thani,17.36,102.968,28,21,7
ปากคาด,,บึงกาฬ,Bueng Kan,18.343,103.316,11,5,6
ปากคาด,,บึงกาฬ,Bueng Kan,18.343,103.316,9,6,3
วังทอง,WangThong,พิษณุโลก,Phitsanulok,16.822,100.403,290,171,119
วังทอง,WangThong,พิษณุโลก,Phitsanulok,16.822,100.403,6,3,3
แวงดง,WaengDong,มหาสารคาม,Maha Sarakham,15.638,103.035,4,2,2
หนองไทร,NongSai,บุรีรัมย์,Buri Ram,14.499,102.757,3,1,2
วังหลุม,WangLum,พิจิตร,Phichit,16.19,100.484,7,5,2
ดงมะดะ,DongMada,เชียงราย,Chiang Rai,19.734,99.67,52,27,25
ดงมะดะ,DongMada,เชียงราย,Chiang Rai,19.734,99.67,9,4,5
วังแซ้ม,WangSaem,จันทบุรี,Chanthaburi,12.756,102.156,6,2,4
คลองน้อย,KhlongNoi,นครศรีธรรมราช,Nakhon Si Thammarat,8.358,100.108,1,0,1
ท่าหลวง,ThaLuang,อุบลราชธานี,Ubon Ratchathani,15.673,105.212,23,6,17
แม่ยางร้อง,MaeYangRong,แพร่,Phrae,18.396,100.248,1,0,1
คลองเส,KhlongSe,นครศรีธรรมราช,Nakhon Si Thammarat,8.491,99.419,0,0,0
โคกไทย,KhokThai,ปราจีนบุรี,Prachin Buri,13.845,101.448,5,2,3
สามขา,SamKha,กาฬสินธุ์,Kalasin,16.464,103.975,11,6,5
บ้านสหกรณ์,BanSahakon,เชียงใหม่,Chiang Mai,18.825,99.242,68,35,33
หินตั้ง,HinTang,ขอนแก่น,Khon Kaen,16.045,102.831,10,10,0
โนนตูม,NonTum,นครราชสีมา,Nakhon Ratchasima,15.167,102.769,3,2,1
บ้านกร่าง,BanKrang,พิษณุโลก,Phitsanulok,16.855,100.184,15,13,2
นาเวียง,NaWiang,อำนาจเจริญ,Amnat Charoen,16.029,104.592,6,5,1
แก้งสนามนาง,KaengSanamNang,นครราชสีมา,Nakhon Ratchasima,15.727,102.277,2,2,0
เหล่าเสือโก้ก,LaoSueaKok,อุบลราชธานี,Ubon Ratchathani,15.432,104.918,8,6,2
ส้มผ่อ,SomPho,ยโสธร,Yasothon,16.162,104.432,0,0,0
นายูง,NaYung,อุดรธานี,Udon Thani,16.952,103.308,2,2,0
พุดซา,PhutSa,นครราชสีมา,Nakhon Ratchasima,15.049,102.043,16,10,6
ลุงเขว้า,LungKhwao,นครราชสีมา,Nakhon Ratchasima,14.813,102.339,1,0,1
ตาดข่า,TatKha,เลย,Loei,17.033,101.879,2,1,1
นิคมพัฒนา,NikhomPhatthana,พิษณุโลก,Phitsanulok,16.741,99.885,11,7,4
เชียงพิณ,ChiangPhin,อุดรธานี,Udon Thani,17.417,102.699,38,36,2
เชียงพิณ,ChiangPhin,อุดรธานี,Udon Thani,17.417,102.699,1,1,0
จารพัต,Charaphat,สุรินทร์,Surin,14.867,103.735,4,1,3
โนนเมือง,NonMueang,หนองบัวลำภู,Nong Bua Lam Phu,16.84,102.437,1,0,1
พรมสวรรค์,PhromSawan,ร้อยเอ็ด,Roi Et,16.199,104.084,3,2,1
หนองตาด,NongTat,บุรีรัมย์,Buri Ram,15.031,103.024,10,6,4
ห้วยทรายเหนือ,HuaiSaiNuea,เพชรบุรี,Phetchaburi,12.715,99.832,27,24,3
นามน,NaMon,กาฬสินธุ์,Kalasin,16.561,103.776,0,0,0
นามน,NaMon,กาฬสินธุ์,Kalasin,16.561,103.776,3,2,1
บ้านบึง,BanBueng,อุทัยธานี,Uthai Thani,15.028,99.553,12,5,7
บ้านบึง,BanBueng,อุทัยธานี,Uthai Thani,15.028,99.553,0,0,0
สายตะกู,SaiTaku,บุรีรัมย์,Buri Ram,14.397,103.211,37,30,7
ห้วยสำราญ,HuaiSamran,บุรีรัมย์,Buri Ram,15.072,103.336,14,12,2
วังยายทอง,WangYaiThong,นครราชสีมา,Nakhon Ratchasima,15.349,101.518,5,5,0
หนองหญ้าปล้อง,NongYaPlong,สุโขทัย,Sukhothai,16.995,99.481,5,3,2
ร้องกวาง,RongKwang,แพร่,Phrae,18.351,100.336,0,0,0
ร้องกวาง,RongKwang,แพร่,Phrae,18.351,100.336,7,6,1
ตาคง,TaKhong,สุรินทร์,Surin,14.66,104.034,8,5,3
หนองบัวใหญ่,NongBuaYai,ชัยภูมิ,Chaiyaphum,15.561,101.888,13,7,6
อิตื้อ,ITue,กาฬสินธุ์,Kalasin,16.464,103.262,6,2,4
ดอนหัน,DonHan,ขอนแก่น,Khon Kaen,16.334,102.869,17,13,4
บ้านใหม่,BanMai,พะเยา,Phayao,19.295,99.733,7,2,5
ปากบาง,PakBang,สงขลา,Songkhla,6.826,101.009,8,6,2
บ้านยาง,BanYang,ชัยภูมิ,Chaiyaphum,16.286,101.869,12,8,4
บ้านยาง,BanYang,ชัยภูมิ,Chaiyaphum,16.286,101.869,8,4,4
ปลักแรด,PlakRaet,พิษณุโลก,Phitsanulok,16.693,100.094,7,3,4
ปลักแรด,PlakRaet,พิษณุโลก,Phitsanulok,16.693,100.094,6,4,2
บ้านบุ่ง,,พิจิตร,Phichit,16.394,100.427,11,8,3
บ้านบุ่ง,,พิจิตร,Phichit,16.394,100.427,6,3,3
ราวต้นจันทร์,RaoTonChan,สุโขทัย,Sukhothai,17.174,99.723,3,1,2
นาชุมแสง,NaChumSaeng,ขอนแก่น,Khon Kaen,16.602,102.331,5,5,0
ฮอด,Hot,เชียงใหม่,Chiang Mai,18.103,98.583,9,2,7
ในควน,NaiKhuan,ตรัง,Trang,7.376,99.768,13,7,6
ทุ่งเทิง,ThungThoeng,อุบลราชธานี,Ubon Ratchathani,14.819,104.846,3,2,1
สุขสำราญ,SukSamran,นครสวรรค์,Nakhon Sawan,15.353,100.523,4,3,1
สุขสำราญ,SukSamran,นครสวรรค์,Nakhon Sawan,15.353,100.523,2,2,0
ทะเมนชัย,Thamenchai,บุรีรัมย์,Buri Ram,15.051,102.945,2,0,2
